# channel,epoch_s,x_m,y_m,z_m
nav,1700000054.600,49.204,-40.102,-1437.758
nav,1700000054.700,49.652,-41.207,-1436.679
nav,1700000054.800,48.854,-39.973,-1437.043
nav,1700000054.900,50.385,-40.089,-1437.312
nav,1700000055.000,49.747,-39.364,-1436.677
nav,1700000055.100,50.007,-40.118,-1437.710
nav,1700000055.200,50.594,-40.880,-1436.531
nav,1700000055.300,50.664,-38.807,-1437.438
nav,1700000055.400,50.749,-39.101,-1436.274
nav,1700000055.500,50.652,-39.888,-1436.850
nav,1700000055.600,51.341,-40.349,-1436.877
nav,1700000055.700,50.601,-39.932,-1436.588
nav,1700000055.800,51.486,-40.808,-1436.301
nav,1700000055.900,51.982,-40.363,-1436.917
nav,1700000056.000,51.250,-40.513,-1437.027
nav,1700000056.100,52.814,-40.320,-1436.420
nav,1700000056.200,52.131,-39.876,-1436.792
nav,1700000056.300,53.037,-40.267,-1437.490
nav,1700000056.400,52.109,-40.266,-1437.310
nav,1700000056.500,53.205,-40.233,-1435.481
nav,1700000056.600,52.331,-39.898,-1437.214
nav,1700000056.700,53.153,-39.929,-1437.795
nav,1700000056.800,53.718,-39.049,-1436.842
nav,1700000056.900,53.930,-39.488,-1436.679
nav,1700000057.000,53.710,-41.138,-1436.260
nav,1700000057.100,54.143,-40.506,-1436.499
nav,1700000057.200,54.108,-40.264,-1436.242
nav,1700000057.300,53.931,-39.476,-1437.227
nav,1700000057.400,54.469,-39.039,-1435.948
nav,1700000057.500,55.049,-40.470,-1436.759
nav,1700000057.600,55.237,-39.981,-1436.523
nav,1700000057.700,55.385,-40.107,-1437.182
nav,1700000057.800,55.342,-39.543,-1437.128
nav,1700000057.900,55.705,-40.410,-1436.372
nav,1700000058.000,55.806,-39.261,-1436.158
nav,1700000058.100,55.544,-39.664,-1436.782
nav,1700000058.200,56.112,-39.843,-1436.624
nav,1700000058.300,57.046,-40.387,-1436.672
nav,1700000058.400,56.472,-40.283,-1435.797
nav,1700000058.500,57.314,-39.145,-1435.196
nav,1700000058.600,56.685,-39.965,-1436.902
nav,1700000058.700,57.011,-40.315,-1436.827
nav,1700000058.800,57.074,-40.072,-1436.891
nav,1700000058.900,58.221,-40.459,-1434.862
nav,1700000059.000,57.774,-39.964,-1436.899
nav,1700000059.100,59.053,-39.440,-1436.088
nav,1700000059.200,57.727,-39.895,-1436.781
nav,1700000059.300,59.331,-39.595,-1436.158
nav,1700000059.400,57.582,-40.492,-1435.846
nav,1700000059.500,59.606,-39.445,-1436.971
nav,1700000059.600,59.351,-39.492,-1436.989
nav,1700000059.700,59.396,-39.863,-1436.296
nav,1700000059.800,58.674,-40.163,-1436.294
nav,1700000059.900,59.726,-40.282,-1436.337
nav,1700000060.000,59.980,-39.779,-1436.253
nav,1700000060.100,59.595,-39.954,-1437.047
nav,1700000060.200,59.839,-40.000,-1436.052
nav,1700000060.300,59.880,-40.976,-1437.045
nav,1700000060.400,59.337,-40.004,-1435.959
nav,1700000060.500,58.769,-39.668,-1435.563
nav,1700000060.600,59.042,-40.130,-1437.069
nav,1700000060.700,58.985,-39.389,-1435.679
nav,1700000060.800,57.960,-39.663,-1435.557
nav,1700000060.900,58.979,-40.438,-1436.087
nav,1700000061.000,58.374,-39.971,-1436.519
nav,1700000061.100,58.007,-39.711,-1435.903
nav,1700000061.200,57.710,-40.129,-1435.194
nav,1700000061.300,56.950,-40.294,-1435.914
nav,1700000061.400,57.639,-40.749,-1436.562
nav,1700000061.500,55.981,-39.984,-1436.453
nav,1700000061.600,56.608,-39.669,-1436.201
nav,1700000061.700,56.716,-40.150,-1435.531
nav,1700000061.800,56.638,-40.346,-1435.939
nav,1700000061.900,56.722,-39.803,-1436.540
nav,1700000062.000,56.328,-40.542,-1435.123
nav,1700000062.100,56.312,-39.855,-1435.738
nav,1700000062.200,55.495,-39.661,-1435.989
nav,1700000062.300,55.518,-39.564,-1436.072
nav,1700000062.400,54.892,-40.597,-1436.311
nav,1700000062.500,54.086,-39.635,-1434.862
nav,1700000062.600,55.513,-40.813,-1435.392
nav,1700000062.700,55.311,-40.228,-1435.692
nav,1700000062.800,53.396,-39.867,-1436.262
nav,1700000062.900,54.300,-40.781,-1435.447
nav,1700000063.000,54.512,-40.392,-1436.275
nav,1700000063.100,52.722,-40.133,-1435.986
nav,1700000063.200,52.824,-39.773,-1435.909
nav,1700000063.300,52.862,-40.277,-1435.136
nav,1700000063.400,53.501,-40.065,-1435.351
nav,1700000063.500,52.420,-39.984,-1435.576
nav,1700000063.600,52.565,-39.782,-1436.029
nav,1700000063.700,52.855,-39.724,-1437.086
nav,1700000063.800,52.995,-41.524,-1435.924
nav,1700000063.900,52.713,-40.159,-1436.338
nav,1700000064.000,51.453,-39.487,-1436.555
nav,1700000064.100,52.364,-40.028,-1436.180
nav,1700000064.200,51.308,-40.509,-1435.140
nav,1700000064.300,51.766,-40.860,-1435.764
nav,1700000064.400,50.768,-39.353,-1436.227
nav,1700000064.500,51.802,-40.017,-1436.123
nav,1700000064.600,50.461,-40.401,-1436.169
nav,1700000064.700,50.647,-40.614,-1436.612
nav,1700000064.800,50.210,-40.901,-1435.888
nav,1700000064.900,49.745,-40.436,-1434.501
nav,1700000065.000,50.028,-39.877,-1436.380
nav,1700000065.100,49.473,-39.892,-1435.994
nav,1700000065.200,50.054,-40.601,-1435.615
nav,1700000065.300,49.107,-39.918,-1435.783
nav,1700000065.400,49.065,-40.118,-1435.820
nav,1700000065.500,49.243,-39.881,-1435.488
nav,1700000065.600,48.585,-39.602,-1435.553
nav,1700000065.700,48.447,-39.948,-1434.577
nav,1700000065.800,47.730,-39.615,-1436.363
nav,1700000065.900,48.309,-39.212,-1435.163
nav,1700000066.000,48.085,-40.280,-1435.383
nav,1700000066.100,47.674,-40.393,-1435.535
nav,1700000066.200,47.699,-40.384,-1435.784
nav,1700000066.300,46.720,-39.805,-1435.100
nav,1700000066.400,47.316,-39.517,-1435.320
nav,1700000066.500,47.196,-39.848,-1435.401
nav,1700000066.600,46.535,-38.893,-1435.573
nav,1700000066.700,46.267,-39.783,-1435.213
nav,1700000066.800,45.698,-39.439,-1435.378
nav,1700000066.900,45.645,-39.406,-1435.010
nav,1700000067.000,45.368,-39.111,-1434.986
nav,1700000067.100,45.795,-39.205,-1435.228
nav,1700000067.200,45.586,-40.330,-1435.009
nav,1700000067.300,45.638,-39.993,-1435.687
nav,1700000067.400,45.265,-40.035,-1435.951
nav,1700000067.500,44.264,-39.717,-1436.578
nav,1700000067.600,44.903,-40.239,-1434.616
nav,1700000067.700,44.353,-39.670,-1435.461
nav,1700000067.800,44.457,-39.632,-1435.487
nav,1700000067.900,44.698,-40.497,-1435.101
nav,1700000068.000,44.461,-39.670,-1434.283
nav,1700000068.100,43.418,-40.690,-1435.732
nav,1700000068.200,43.930,-39.751,-1435.177
nav,1700000068.300,42.839,-39.617,-1435.834
nav,1700000068.400,43.779,-38.571,-1435.031
nav,1700000068.500,43.292,-40.246,-1436.113
nav,1700000068.600,42.499,-40.546,-1435.925
nav,1700000068.700,43.461,-39.864,-1435.006
nav,1700000068.800,42.245,-40.086,-1434.707
nav,1700000068.900,42.184,-39.735,-1435.281
nav,1700000069.000,41.829,-40.703,-1436.166
nav,1700000069.100,41.669,-39.972,-1435.815
nav,1700000069.200,41.583,-39.973,-1436.244
nav,1700000069.300,40.942,-39.796,-1434.967
nav,1700000069.400,40.623,-39.921,-1434.643
nav,1700000069.500,41.389,-40.048,-1435.383
nav,1700000069.600,40.485,-39.766,-1435.046
nav,1700000069.700,40.915,-39.934,-1434.729
nav,1700000069.800,40.447,-39.608,-1434.698
nav,1700000069.900,39.798,-40.904,-1434.356
nav,1700000070.000,40.128,-40.857,-1435.480
nav,1700000070.100,40.186,-40.140,-1435.374
nav,1700000070.200,40.300,-40.524,-1435.513
nav,1700000070.300,39.506,-39.805,-1434.861
nav,1700000070.400,39.656,-39.901,-1434.860
nav,1700000070.500,38.870,-39.969,-1435.046
nav,1700000070.600,38.908,-39.614,-1434.818
nav,1700000070.700,38.622,-40.405,-1435.057
nav,1700000070.800,38.386,-39.903,-1433.984
nav,1700000070.900,37.938,-39.789,-1434.549
nav,1700000071.000,38.049,-38.831,-1435.268
nav,1700000071.100,37.962,-40.399,-1435.251
nav,1700000071.200,37.724,-39.577,-1434.912
nav,1700000071.300,38.030,-40.047,-1435.234
nav,1700000071.400,38.552,-39.803,-1435.424
nav,1700000071.500,36.653,-40.471,-1434.592
nav,1700000071.600,36.618,-39.936,-1435.089
nav,1700000071.700,36.966,-40.423,-1435.592
nav,1700000071.800,36.512,-39.700,-1434.884
nav,1700000071.900,35.795,-39.661,-1435.419
nav,1700000072.000,35.739,-40.472,-1434.394
nav,1700000072.100,36.117,-39.698,-1434.418
nav,1700000072.200,37.006,-40.855,-1435.408
nav,1700000072.300,35.092,-40.425,-1435.575
nav,1700000072.400,35.050,-40.608,-1434.866
nav,1700000072.500,35.026,-39.759,-1434.777
nav,1700000072.600,35.102,-40.187,-1433.968
nav,1700000072.700,34.717,-40.931,-1435.527
nav,1700000072.800,33.530,-39.991,-1435.085
nav,1700000072.900,33.966,-38.995,-1434.747
nav,1700000073.000,34.363,-40.466,-1435.519
nav,1700000073.100,33.818,-39.913,-1435.946
nav,1700000073.200,33.510,-39.993,-1435.124
nav,1700000073.300,32.993,-40.270,-1435.103
nav,1700000073.400,33.245,-39.698,-1434.472
nav,1700000073.500,32.853,-40.228,-1434.792
nav,1700000073.600,33.105,-40.217,-1434.614
nav,1700000073.700,33.090,-39.354,-1434.119
nav,1700000073.800,31.967,-39.993,-1435.001
nav,1700000073.900,32.151,-40.325,-1435.749
nav,1700000074.000,32.046,-40.384,-1434.962
nav,1700000074.100,31.403,-40.550,-1434.887
nav,1700000074.200,31.675,-39.710,-1433.910
nav,1700000074.300,31.539,-39.757,-1435.541
nav,1700000074.400,30.557,-39.209,-1435.464
nav,1700000074.500,30.478,-40.020,-1435.046
nav,1700000074.600,30.349,-40.152,-1434.386
nav,1700000074.700,30.197,-40.697,-1434.529
nav,1700000074.800,30.646,-40.310,-1435.791
nav,1700000074.900,29.828,-40.027,-1434.417
nav,1700000075.000,29.482,-40.042,-1434.662
nav,1700000075.100,28.609,-39.483,-1435.591
nav,1700000075.200,29.766,-39.877,-1434.458
nav,1700000075.300,29.675,-41.189,-1435.393
nav,1700000075.400,29.269,-40.097,-1434.762
nav,1700000075.500,29.395,-39.696,-1435.108
nav,1700000075.600,27.877,-40.228,-1434.794
nav,1700000075.700,28.055,-39.684,-1434.548
nav,1700000075.800,28.463,-41.532,-1435.642
nav,1700000075.900,29.143,-40.273,-1435.996
nav,1700000076.000,28.618,-39.993,-1434.452
nav,1700000076.100,27.938,-39.771,-1434.824
nav,1700000076.200,27.949,-38.861,-1434.522
nav,1700000076.300,26.610,-39.777,-1434.438
nav,1700000076.400,27.801,-40.213,-1434.427
nav,1700000076.500,27.464,-38.714,-1435.386
nav,1700000076.600,26.546,-40.153,-1435.258
nav,1700000076.700,26.155,-41.381,-1435.232
nav,1700000076.800,26.585,-40.247,-1434.048
nav,1700000076.900,26.207,-39.354,-1434.887
nav,1700000077.000,26.413,-39.860,-1434.335
nav,1700000077.100,25.828,-39.752,-1434.839
nav,1700000077.200,25.456,-39.798,-1433.907
nav,1700000077.300,25.265,-39.790,-1434.397
nav,1700000077.400,25.770,-39.994,-1436.220
nav,1700000077.500,25.258,-41.110,-1434.296
nav,1700000077.600,24.885,-39.500,-1435.484
nav,1700000077.700,23.824,-39.870,-1435.053
nav,1700000077.800,24.154,-39.958,-1433.655
nav,1700000077.900,24.617,-39.475,-1434.620
nav,1700000078.000,24.740,-40.095,-1436.072
nav,1700000078.100,23.706,-39.594,-1435.532
nav,1700000078.200,23.512,-40.346,-1434.299
nav,1700000078.300,23.775,-39.674,-1434.743
nav,1700000078.400,23.181,-39.901,-1435.650
nav,1700000078.500,21.907,-39.925,-1434.898
nav,1700000078.600,23.405,-39.214,-1434.279
nav,1700000078.700,22.101,-40.176,-1434.827
nav,1700000078.800,23.666,-39.260,-1434.512
nav,1700000078.900,22.006,-40.442,-1434.681
nav,1700000079.000,21.450,-40.119,-1435.136
nav,1700000079.100,22.596,-40.177,-1436.303
nav,1700000079.200,21.852,-40.350,-1435.066
nav,1700000079.300,21.357,-40.137,-1434.696
nav,1700000079.400,20.434,-40.259,-1434.753
nav,1700000079.500,20.693,-40.804,-1434.766
nav,1700000079.600,21.362,-40.022,-1436.085
nav,1700000079.700,20.953,-40.830,-1434.955
nav,1700000079.800,19.956,-40.580,-1435.335
nav,1700000079.900,20.108,-40.322,-1434.824
nav,1700000080.000,19.777,-39.510,-1434.983
nav,1700000080.100,19.451,-40.433,-1435.952
nav,1700000080.200,19.745,-40.177,-1436.319
nav,1700000080.300,19.132,-40.451,-1434.351
nav,1700000080.400,18.349,-40.721,-1434.589
nav,1700000080.500,19.678,-40.372,-1435.465
nav,1700000080.600,19.108,-41.164,-1436.085
nav,1700000080.700,18.460,-39.225,-1435.378
nav,1700000080.800,18.450,-39.433,-1434.112
nav,1700000080.900,17.912,-40.008,-1434.261
nav,1700000081.000,17.239,-39.486,-1435.687
nav,1700000081.100,17.851,-40.121,-1435.662
nav,1700000081.200,17.108,-39.862,-1434.692
nav,1700000081.300,17.335,-39.965,-1434.910
nav,1700000081.400,16.714,-39.630,-1434.792
nav,1700000081.500,18.302,-40.188,-1435.437
nav,1700000081.600,17.184,-39.590,-1435.482
nav,1700000081.700,16.398,-39.729,-1435.635
nav,1700000081.800,16.195,-39.955,-1434.730
nav,1700000081.900,15.898,-40.921,-1436.193
nav,1700000082.000,15.370,-40.657,-1435.319
nav,1700000082.100,15.206,-40.351,-1435.635
nav,1700000082.200,15.380,-39.339,-1434.924
nav,1700000082.300,15.408,-40.231,-1435.479
nav,1700000082.400,15.364,-39.708,-1435.723
nav,1700000082.500,15.018,-41.016,-1435.171
nav,1700000082.600,15.181,-40.140,-1434.376
nav,1700000082.700,14.159,-39.891,-1435.310
nav,1700000082.800,14.350,-40.057,-1435.246
nav,1700000082.900,14.624,-39.311,-1435.308
nav,1700000083.000,14.408,-40.351,-1434.932
nav,1700000083.100,13.419,-39.455,-1434.218
nav,1700000083.200,13.539,-41.096,-1435.605
nav,1700000083.300,14.016,-39.723,-1435.215
nav,1700000083.400,13.704,-39.758,-1434.738
nav,1700000083.500,13.460,-39.239,-1435.176
nav,1700000083.600,13.253,-40.154,-1435.665
nav,1700000083.700,13.453,-39.892,-1434.970
nav,1700000083.800,12.462,-40.293,-1435.376
nav,1700000083.900,12.918,-39.722,-1436.245
nav,1700000084.000,11.892,-39.109,-1435.505
nav,1700000084.100,10.900,-39.053,-1435.066
nav,1700000084.200,11.565,-40.186,-1434.875
nav,1700000084.300,11.129,-39.426,-1435.154
nav,1700000084.400,11.322,-39.927,-1435.522
nav,1700000084.500,11.523,-40.433,-1436.255
nav,1700000084.600,11.107,-39.684,-1435.213
nav,1700000084.700,10.804,-40.160,-1435.069
nav,1700000084.800,10.377,-40.244,-1435.628
nav,1700000084.900,11.210,-40.867,-1435.232
nav,1700000085.000,9.160,-40.054,-1435.708
nav,1700000085.100,8.757,-39.805,-1435.692
nav,1700000085.200,8.550,-39.580,-1434.794
nav,1700000085.300,10.145,-39.821,-1435.498
nav,1700000085.400,9.864,-39.159,-1434.965
nav,1700000085.500,8.529,-39.899,-1435.322
nav,1700000085.600,7.895,-39.765,-1434.416
nav,1700000085.700,8.920,-39.263,-1435.471
nav,1700000085.800,8.363,-39.809,-1435.981
nav,1700000085.900,7.718,-39.367,-1434.898
nav,1700000086.000,7.504,-39.516,-1435.638
nav,1700000086.100,7.970,-39.770,-1435.108
nav,1700000086.200,7.641,-39.295,-1435.461
nav,1700000086.300,7.712,-40.417,-1434.548
nav,1700000086.400,7.435,-39.644,-1436.442
nav,1700000086.500,6.589,-39.381,-1435.506
nav,1700000086.600,5.843,-39.481,-1435.933
nav,1700000086.700,7.306,-40.044,-1435.570
nav,1700000086.800,6.989,-40.449,-1436.180
nav,1700000086.900,6.102,-39.586,-1436.361
nav,1700000087.000,5.166,-39.588,-1436.008
nav,1700000087.100,5.604,-40.928,-1436.058
nav,1700000087.200,5.596,-39.535,-1436.116
nav,1700000087.300,6.229,-40.342,-1436.084
nav,1700000087.400,5.969,-39.894,-1436.031
nav,1700000087.500,4.922,-39.323,-1435.034
nav,1700000087.600,4.392,-40.021,-1435.734
nav,1700000087.700,4.107,-40.028,-1435.789
nav,1700000087.800,4.970,-39.396,-1435.968
nav,1700000087.900,4.093,-39.668,-1436.109
nav,1700000088.000,4.294,-40.044,-1436.314
nav,1700000088.100,3.322,-39.276,-1435.920
nav,1700000088.200,4.420,-40.257,-1435.709
nav,1700000088.300,4.596,-40.529,-1436.816
nav,1700000088.400,3.843,-40.413,-1435.891
nav,1700000088.500,2.707,-39.866,-1436.369
nav,1700000088.600,2.710,-39.775,-1436.411
nav,1700000088.700,2.250,-40.174,-1436.634
nav,1700000088.800,2.189,-39.941,-1436.133
nav,1700000088.900,2.064,-40.010,-1436.275
nav,1700000089.000,2.346,-39.282,-1436.193
nav,1700000089.100,2.043,-40.120,-1435.791
nav,1700000089.200,2.383,-39.746,-1436.874
nav,1700000089.300,1.627,-39.384,-1436.112
nav,1700000089.400,1.698,-40.345,-1436.758
nav,1700000089.500,1.071,-40.878,-1436.149
nav,1700000089.600,1.443,-40.955,-1436.683
nav,1700000089.700,0.084,-40.032,-1436.241
nav,1700000089.800,1.100,-39.523,-1435.825
nav,1700000089.900,0.273,-39.803,-1436.518
nav,1700000090.000,0.429,-40.556,-1435.684
nav,1700000090.100,0.393,-39.895,-1436.204
nav,1700000090.200,-0.200,-41.431,-1435.979
nav,1700000090.300,-0.657,-40.025,-1435.792
nav,1700000090.400,-0.837,-40.570,-1436.231
nav,1700000090.500,-0.966,-39.943,-1436.094
nav,1700000090.600,-0.680,-40.543,-1436.102
nav,1700000090.700,-0.755,-40.867,-1436.116
nav,1700000090.800,-1.893,-40.185,-1436.673
nav,1700000090.900,-1.885,-39.079,-1436.868
nav,1700000091.000,-2.585,-40.651,-1435.388
nav,1700000091.100,-2.431,-40.013,-1436.468
nav,1700000091.200,-2.872,-40.118,-1435.054
nav,1700000091.300,-1.904,-40.426,-1435.975
nav,1700000091.400,-3.216,-40.888,-1435.805
nav,1700000091.500,-2.420,-39.477,-1436.565
nav,1700000091.600,-3.283,-39.625,-1436.150
nav,1700000091.700,-3.597,-40.810,-1436.305
nav,1700000091.800,-3.060,-40.599,-1436.059
nav,1700000091.900,-3.634,-39.625,-1435.959
nav,1700000092.000,-4.347,-40.808,-1436.678
nav,1700000092.100,-3.755,-40.271,-1436.775
nav,1700000092.200,-5.311,-39.124,-1436.031
nav,1700000092.300,-4.215,-39.516,-1436.172
nav,1700000092.400,-4.922,-40.082,-1436.691
nav,1700000092.500,-3.683,-39.722,-1436.726
nav,1700000092.600,-4.967,-40.505,-1435.759
nav,1700000092.700,-5.731,-39.749,-1435.995
nav,1700000092.800,-5.408,-39.953,-1436.540
nav,1700000092.900,-5.828,-40.288,-1436.787
nav,1700000093.000,-5.260,-40.054,-1436.973
nav,1700000093.100,-6.458,-39.450,-1436.260
nav,1700000093.200,-6.120,-40.129,-1436.328
nav,1700000093.300,-6.922,-40.130,-1436.148
nav,1700000093.400,-6.363,-40.491,-1437.078
nav,1700000093.500,-6.946,-39.137,-1437.626
nav,1700000093.600,-7.061,-40.688,-1437.003
nav,1700000093.700,-7.582,-40.210,-1436.971
nav,1700000093.800,-7.596,-40.268,-1437.453
nav,1700000093.900,-7.410,-39.624,-1436.318
nav,1700000094.000,-8.770,-39.851,-1436.420
nav,1700000094.100,-8.716,-39.995,-1436.835
nav,1700000094.200,-7.479,-39.038,-1437.627
nav,1700000094.300,-7.353,-40.458,-1436.323
nav,1700000094.400,-8.315,-40.498,-1436.585
nav,1700000094.500,-9.054,-39.723,-1436.735
nav,1700000094.600,-8.602,-39.962,-1436.953
nav,1700000094.700,-8.852,-39.710,-1436.522
nav,1700000094.800,-9.932,-40.523,-1437.191
nav,1700000094.900,-10.110,-39.607,-1436.438
nav,1700000095.000,-10.078,-39.285,-1436.261
nav,1700000095.100,-10.078,-40.411,-1436.177
nav,1700000095.200,-10.431,-39.937,-1437.154
nav,1700000095.300,-11.045,-40.734,-1436.687
nav,1700000095.400,-11.192,-38.470,-1437.566
nav,1700000095.500,-11.629,-39.745,-1436.278
nav,1700000095.600,-11.168,-39.714,-1437.984
nav,1700000095.700,-11.739,-40.537,-1438.029
nav,1700000095.800,-11.542,-41.121,-1437.763
nav,1700000095.900,-12.069,-40.416,-1436.923
nav,1700000096.000,-11.847,-39.553,-1436.765
nav,1700000096.100,-11.630,-40.001,-1437.010
nav,1700000096.200,-12.144,-39.929,-1437.380
nav,1700000096.300,-12.766,-40.409,-1436.991
nav,1700000096.400,-12.847,-40.332,-1437.553
nav,1700000096.500,-13.605,-39.511,-1437.204
nav,1700000096.600,-13.631,-39.596,-1437.544
nav,1700000096.700,-14.103,-39.489,-1437.553
nav,1700000096.800,-13.804,-39.979,-1436.733
nav,1700000096.900,-13.790,-40.600,-1437.054
nav,1700000097.000,-14.242,-39.056,-1437.347
nav,1700000097.100,-15.318,-39.821,-1436.395
nav,1700000097.200,-13.612,-39.085,-1437.898
nav,1700000097.300,-14.144,-40.361,-1437.298
nav,1700000097.400,-15.436,-40.322,-1437.769
nav,1700000097.500,-14.551,-39.600,-1437.314
nav,1700000097.600,-15.875,-40.156,-1437.847
nav,1700000097.700,-14.965,-39.411,-1436.967
nav,1700000097.800,-15.978,-41.370,-1438.400
nav,1700000097.900,-15.089,-40.201,-1437.914
nav,1700000098.000,-15.179,-39.367,-1437.548
nav,1700000098.100,-16.347,-40.066,-1437.469
nav,1700000098.200,-15.600,-39.789,-1437.241
nav,1700000098.300,-16.015,-40.585,-1437.249
nav,1700000098.400,-16.947,-41.258,-1438.713
nav,1700000098.500,-17.509,-39.734,-1437.614
nav,1700000098.600,-17.108,-39.025,-1438.328
nav,1700000098.700,-17.414,-39.848,-1438.084
nav,1700000098.800,-17.586,-40.800,-1437.033
nav,1700000098.900,-18.141,-38.984,-1437.777
nav,1700000099.000,-17.486,-40.027,-1437.798
nav,1700000099.100,-18.492,-39.940,-1437.647
nav,1700000099.200,-18.792,-40.063,-1438.134
nav,1700000099.300,-17.450,-40.045,-1437.079
nav,1700000099.400,-18.898,-39.870,-1438.535
nav,1700000099.500,-19.224,-39.895,-1437.105
nav,1700000099.600,-19.089,-39.308,-1437.601
nav,1700000099.700,-18.586,-40.030,-1436.749
nav,1700000099.800,-19.843,-40.383,-1438.573
nav,1700000099.900,-18.634,-39.590,-1438.158
nav,1700000100.000,-19.375,-39.656,-1437.031
nav,1700000100.100,-20.974,-40.133,-1438.269
nav,1700000100.200,-21.387,-39.470,-1438.197
nav,1700000100.300,-20.230,-38.820,-1438.262
nav,1700000100.400,-21.011,-39.941,-1437.616
nav,1700000100.500,-21.283,-40.315,-1437.605
nav,1700000100.600,-21.011,-41.022,-1438.770
nav,1700000100.700,-20.649,-39.799,-1438.563
nav,1700000100.800,-21.685,-39.993,-1437.838
nav,1700000100.900,-22.479,-40.420,-1438.093
nav,1700000101.000,-22.050,-39.714,-1438.869
nav,1700000101.100,-22.021,-39.454,-1438.035
nav,1700000101.200,-22.330,-40.048,-1438.721
nav,1700000101.300,-22.636,-39.370,-1438.387
nav,1700000101.400,-23.245,-40.246,-1438.252
nav,1700000101.500,-23.187,-39.757,-1438.116
nav,1700000101.600,-22.756,-39.288,-1437.904
nav,1700000101.700,-23.867,-40.452,-1438.465
